"Código do Lote","Código da Edificação","Cadastro IPTU","Nome","Descrição","Endereço","Lei-Decreto","Data do Documento","Esfera","COMPHIC","Intimação","Características","Situação","Observações"
"02.0011.0033.0116","02.0011.0033.0116.001.001","5537300",Vila Belga - casa geminada, - ,"Rua André Marques, 137",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0033.0106","02.0011.0033.0106.001.001","5537200",Vila Belga - casa geminada, - ,"Rua André Marques, 129",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0033.0096","02.0011.0033.0096.001.001","5537100",Vila Belga - casa geminada, - ,"Rua André Marques, 119",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0024.0144","02.0011.0024.0144.001.001","5484500",Vila Belga - casa geminada, - ,"Rua André Marques, 73",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0024.0131","02.0011.0024.0131.001.001","5484400",Vila Belga - casa geminada, - ,"Rua André Marques, 61",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0024.0116","02.0011.0024.0116.001.001","5484300",Vila Belga - casa geminada, - ,"Rua André Marques, 45",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0024.0101","02.0011.0024.0101.001.001","5484200",Vila Belga - casa geminada, - ,"Rua André Marques, 31",Portaria Estadual n° 30/2000 (E) LM n° 2983/1988 e DE n° 161/1997 (M), - ,Estadual/Municipal, - , - , - ,Tombamento Definitivo, - 
"02.0011.0040.0476","02.0011.0040.0476.001.001",NO.0011.0040.0920.0001 (insc. anterior)/5590400,Oficina de Vídeos TV OVO,Residência Evandro Ribeiro e da edificação lindeira (TV OVO),"Rua Mal. Floriano Peixoto,267",DE n° 99/2018 (anterior provisório DE nº 67/2018),30/08/2018,Municipal, - , - ,"O Tombamento diz respeito às duas edificações existentes no mesmo lote, referente a edificação da esquina, assobradada sob nº 267, imóvel em ruínas, de dois pavimentos em alvenaria de tijolos, com ornamentação eclética, fachada principal simétrica e uma escadaria externa centralizada, com o pavimento principal acima do nível da rua. Para esse bem devem ser preservados: a volumetria, os vãos e os adornos e as fachadas norte, leste e sul. As esquadrias de madeiras devem ser recuperadas conforme modelo original, assim como os gradis de ferro do porão. Deverão ainda ser preservados os materiais e técnicas que caracterizam a edificação e que ainda testemunhos no local. Para o outro imóvel, a edificação lindeira, localizada na Rua Coronel Ernesto Beck, sob nº 1685, Art Déco, devem ser preservados: a fachada voltada para a via com seus adornos e os vãos originais.",Tombamento Definitivo, - 
"03.0011.0012.0186","03.0011.0012.0186.001.001","1065000",Casa de Memória Edmundo Cardoso,,"Rua Pinheiro Machado, 2712",DE n° 27/2025,"06/03/2025",Municipal,,,"Tomba-se a volumetria original da edificação (paredes e altura da cobertura), fachadas e seus elementos decorativos, forma, revestimentos, recuos, elementos decorativos ornamentais do muro, portão e grades.",Tombamento Provisório,

